docDOI,docSection,docDepartment,docAuthor,docTitle,docFocusArea,docAcceptDate,docPaymentDate,docInvoiceNum,docOnlineIssue,docPrintIssue,docNotes,docMultiMedia1,docRelatedMaterial,docNumPages,docEditor,docCoordinator,docProofReader,docSE1,docSE2,docOutstandingMaterial,docEnteredDate,docCopyEditBeginDate,docCopyeditCompleteDate,docSendSEDate,docReturnSEDate,docSendAuthorDate,docReturnAuthorDate,docSendFineTune,docReturnFineTune,docSendProofRead,docReturnProofRead,docFinalizeDate,docNumAppendices,docOpenAccess,docShortTitle,docWebBlurb,docTranslation,docAddConflicts,docCollectionCode1,docProfessionalDev,docPodcastEmbargoLink,docPodcastPermLink,docPodcastEmbedCode,docVideoEmbedCode,docVideoLink,docURL,docHashTags,docSocialSummary,"Accept to payment, d2","Payment to rough layout, d","Payment to copyedit, d","Payment to publication, d","Accept to rough layout, d","Rough layout to copyedit, d","Copyedit, d",SE12,"Proof with author, d","Author alterations, d","Fine-tune, d","Proofreading, d","Accept to publication, d","Accept to print, d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151421,Guideline,Guideline,Lewin,Recommendations on screening for lung cancer,,26-Jan-16,,,,April 2016,,Podcast,,8,Lea,Olivier,Erin D,DK,KP,None,1-Feb-16,4-Feb-16,18-Feb-16,18-Feb-16,1-Mar-16,23-Feb-16,25-Feb-16,29-Feb-16,29-Feb-16,,,1-Mar-16,2,Yes,Screening for lung cancer,New guideline recommends screening specific groups at high-risk for lung cancer using low-dose CT,No,"lung cancer, smoking cessation, CT","49, 189, 469",Yes,https://soundcloud.com/cmajpodcasts/151421-guide/s-Bq1Vi,https://soundcloud.com/cmajpodcasts/151421-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/249690774%3Fsecret_token%3Ds-Bq1Vi&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151421,#lungcancer,"The Canadian Task Force on Preventive Health Care has updated its recommendations on screening for lung cancer. In contrast to its previous guidance, the task force now recommends using low-dose CT to screen adults 55–74 years of age who are at high risk for lung cancer (i.e., those who smoke or who quit smoking within the past 15 years and who have at least a 30 pack-year smoking history or the equivalent) on an annual basis for three consecutive years. The change in recommendation is based on a systematic review incorporating new evidence. (open access) [WEB IMAGE] Tues 9am",,,,,6,3,14,12,2,4,0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151437,Guideline,Guideline,CTFPHC,Recommendations on screening for developmental delay,,29-Feb-16,,,,May 2016,,Podcast,,9,Peggy,Olivier,Olivier,DK,KP,None,3-Mar-16,8-Mar-16,11-Mar-16,11-Mar-16,23-Mar-16,17-Mar-16,22-Mar-16,22-Mar-16,22-Mar-16,,,24-Mar-16,7,,Screening for developmental delay,This guideline tells us why we shouldn’t be screening children for developmental delay,No,"developmental delay, autism spectrum disorders, birth complications, infections, toxins, speech and language therapy, well-baby care, acupuncture, acupressure, Rourke Baby Record, Canadian Task Force on Preventive Health Care, US Preventive Services Task Force, ","72, 86, 368, 469, 340, 383, 105",Yes,https://soundcloud.com/cmajpodcasts/151437-guide/s-f74SP,https://soundcloud.com/cmajpodcasts/151437-guide,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/253786179%3Fsecret_token%3Ds-f74SP&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.151437,#specialneeds #disabilities #developmentaldelay,"There is no evidence from randomized controlled trials that health outcomes are improved as a result of screening children for developmental delay. In this evidence-based guideline, the @Canadian Task Force on Preventive Health Care recommends that we not screen children for developmental delay, but also cautions that clinicians should remain alert to missed age-appropriate developmental milestones. (open access) Tues 12pm",,,,,3,5,3,12,5,0,0,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170072,Research,Cohort study (prospective),Perry,"Validation of the Ottawa Subarachnoid Hemorrhage Rule in patients with acute headache
 ",,20-Jun-17,20-Jun-17,M3756-M sent May 31 2017,13-Nov-17,June 2018,10072-syn to SE1 May 2; back May 14. To FT May 14. To SE2 May 14; back May 14. To PR May 15; back May 16. F'd May 16,None,,7,Lea,Olivier,Olivier,KF,DK,none,31-May-17,29-Aug-17,18-Sep-17,18-Sep-17,25-Sep-17,3-Oct-17,17-Oct-17,18-Oct-17,20-Oct-17,20-Oct-17,20-Oct-17,23-Oct-17,0,Yes,Ottawa Subarachnoid Hemorrhage Rule,"The rule was sensitive for identifying subarachnoid hemorrhage in alert, neurologically intact patients.",Yes,"Ottawa Subarachnoid Hemorrhage Rule, emergency medicine, screening and diagnostic tests","38, 94, 195, 2, 105, 10",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170072,,,0,20,70,146,#NUM!,90,20,7,14,1,2,0,146,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160195,Practice,Innovation,Semple,Mobile applications for postoperative monitoring after discharge,,17-Oct-16,,,9-Jan-17,January 2017,,None,,4,Kate B,Olivier,Olivier,DK,NA,,25-Oct-16,8-Nov-16,9-Nov-16,9-Nov-16,22-Nov-16,22-Nov-16,25-Nov-16,28-Nov-16,28-Nov-16,29-Nov-16,29-Nov-16,29-Nov-16,0,No,Postoperative monitoring using apps,"After surgery, remote monitoring at home using apps may improve postoperative care and save money",No,mobile applications for telemedicine,"167, 93, 92, 96, 343, 517",Yes,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160195,@DrJohnSemple @KArmstrongMD @QoCHealth #patientengagement #digitalhealth @WCRInstitute #telehealth @WCHospital #plasticsurgery #ehealth @uoftsurgery #ONhealth #CDNhealth,,,,,,8,14,1,13,3,3,0,0,84,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160472,Practice,Innovation,Patro,Dual-stent retrieval for mechanical thrombectomy of refractory clot in acute stroke as a rescue technique,,15-Feb-17,,,1-May-17,June 2017,,None,,4,Lea,Erin D,,DK,,none,6-Mar-17,20-Mar-17,23-Mar-17,23-Mar-17,5-Apr-17,7-Apr-17,11-Apr-17,11-Apr-17,11-Apr-17,11-Apr-17,11-Apr-17,13-Apr-17,0,No,Dual-stent retrieval for refractory clot,"Dual-stent retrieval may be effective for refractory clot in stroke, but its use is off-label.",No,"stroke, vascular surgery, innovation, stents","517, 38, 101, 195, 155",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160472, https://www.facebook.com/OttawaHospital/,"Stroke is a major health problem worldwide and is the third most expensive health condition in the developed world. More than 80% of strokes are caused by a blockage of a brain artery, leading to lack of blood flow to parts of the brain (ischemic stroke). A person may lose the ability of to move one side of the body, the ability to speak and see normally, or a number of other symptoms. The sooner the treatment starts, the better the recovery. “Time is brain”. The proper treatment of stroke depends on finding out the type of stroke. For patients with ischemic stroke, the aim of treatment is to reopen the clogged artery as quickly as possible. The current standard treatments are intravenous clot buster medication (Alteplase) and intra-arterial removal of the clot (thrombectomy) by a stent-retriever device performed in an angio suite.  The clot buster medication (Alteplase) is injected though a vein and it acts by dissolving the clot. Intra-arterial thrombectomy is performed in the angio suite by using a catheter containing a small metallic stent (stent-retriever), which acts by capturing and removing the clot blocking the large artery. Both these treatments can be beneficial if these were given within few hours of stroke onset. However, even with the high success rates seen after standard stent-retriever mechanical thrombectomy, nearly one-third of patients are left without adequate reopening of the blocked artery. Here, we describe simultaneous application of two stent-retrievers for removal of clot after failed single stent-retriever thrombectomy. ",,,,,19,14,3,13,4,0,0,0,75,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170999,Practice,Innovation,Shuaib,The mobile stroke unit and management of acute stroke in rural settings,,12-Apr-18,,,16-Jul-18,,,,,3,,Olivier,,,,None,13-Apr-18,,,,,,,,,,,,0,No,,,No,,,,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170999,,,,,,,1,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160167,Humanities,Medicine and society,Matthews,Cultural Erosion of Indigenous People in Health Care ,,11-May-16,,,16-Jan-17,January 2017,DON'T MOVE: author promised this pub date after a couple delays,,,2,Leesa,Olivier,,BJS,KP,None,12-May-16,1-Sep-16,1-Sep-16,1-Sep-16,6-Sep-16,6-Sep-16,7-Sep-16,7-Sep-16,7-Sep-16,,,8-Sep-16,0,No,Cultural erosion,Racism affects all aspects of health care delivery to indigenous people.,No,"aboriginal health, health care, health policy, health care coverage, government","527, 370, 456, 165, 465",No,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160167,,,,,,,1,112,0,5,1,0,0,,250,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160943,Humanities,Medicine and society,Mosa,The Interwoven History of Mercury Poisoning in Ontario and Japan ,,04-Oct-16,,,6-Feb-17,March 2017,,,,2,Sarah,Erin D,Olivier,BJS,,none,18-Oct-16,25-Oct-16,25-Oct-16,25-Oct-16,2-Nov-16,2-Nov-16,3-Nov-16,3-Nov-16,7-Nov-16,,,7-Nov-16,0,No,Mercury poisoning in Japan and Ontario,Mercury poisoning in a Canadian community has persisted for 50 years,No,"Mercury, toxicology, Canada, Japan","527, 170, 185, 370, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160943,,,,,,,14,7,0,8,1,0,4,,125,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161032,Humanities,Medicine and society,Smith,War! What is it good for? Mustard gas medicine,,25-Oct-16,,,27-Feb-17,April 2017,,,,2,Sarah,Olivier,,BJS,DK,,27-Oct-16,16-Nov-16,16-Nov-16,16-Nov-16,18-Nov-16,18-Nov-16,21-Nov-16,21-Nov-16,22-Nov-16,,,22-Nov-16,0,No,Mustard gas medicine,Historic connection between mustard gas and cancer treatments.,No,"chemotherapy, mustard agents, mustargen"," 527, 505, 207",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161032,"@UofA_HC, @drmarples, @UofA_Arts, @UAlberta, Instagram: UofAHistory&Classics",,,,,,2,20,0,2,3,0,1,,125,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160864,Humanities,Medicine and society,Roy,Action on the social determinants of health through social enterprise,,31-Oct-16,,,20-Mar-17,May 2017,,,,2,Lea,Erin D,,BJS,KP,Note from Barb Jan 17: I have coIntacted Parkdale Green Thumb about a photo. I’ll let you know the minute they respond. I’m sure I could find something in iStock if need be. Written permission to use image received.,3-Nov-16,9-Feb-17,10-Feb-17,10-Feb-17,1-Mar-17,2-Mar-17,3-Mar-17,3-Mar-17,6-Mar-17,6-Mar-17,6-Mar-17,6-Mar-17,0,Yes,Social enterprise for health,Social enterprises can help to mitigate adverse social determinants of health.,No,"social determinants of health, health policy, social enterprise, mental illness, incarceration","527, 170, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160864," @michaeljamesroy @YunusCentreGCU @QueensSRT https://www.facebook.com/QueensSRT
",,,,,,3,98,1,19,1,0,3,0,140,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160905,Humanities,Medicine and society,Healey,More than meets the eye: deafness and in/visible disabilities,,29-Nov-16,,,3-Apr-17,,,,,2,Lea,Erin D,,BJS,KP,none,17-Jan-17,17-Feb-17,17-Feb-17,17-Feb-17,23-Feb-17,27-Feb-17,27-Feb-17,1-Mar-17,2-Mar-17,2-Mar-17,2-Mar-17,3-Mar-17,0,No,Writing sound and reading speech,Deafness became an invisible disability.,No,"blindness, deafness, WWI, otolaryngology, history of medicine, rehabilitation","527, 474, 119, 97, 209",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160905,twitter @Katie_HR_Healey,,,,,,49,31,0,6,0,2,1,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160833,Humanities,Medicine and society,Fraser,Hot bodies; Cold War: the forgotten history of breast thermography,,29-Nov-16,,,18-Apr-17,,,,,3,Lea,Olivier,Erin,BJS,KP,none,14-Dec-16,17-Feb-17,17-Feb-17,17-Feb-17,23-Feb-17,27-Feb-17,7-Mar-17,7-Mar-17,8-Mar-17,10-Mar-17,10-Mar-17,16-Mar-17,0,No,The Canadian behind breast thermography,"Though widely derided today, breast thermography was once at the cutting edge of medical innovation.",No,"breast cancer, thermography, infrared technology","527, 207, 474, 119, 159, 170",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160883,,,,,,,15,65,0,6,8,0,1,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160627,Humanities,Medicine and society,Fuller,The new medical model: a renewed challenge for biomedicine,,13-Dec-16,,,1-May-17,June 2017,,,,2,Lea,Erin D,Olivier,BJS,DK,none,15-Dec-16,22-Mar-17,22-Mar-17,22-Mar-17,24-Mar-17,24-Mar-17,6-Apr-17,6-Apr-17,6-Apr-17,6-Apr-17,7-Apr-17,10-Apr-17,0,No,The new medical model,"The ""new medical model"" brings with it some new problems.",No,"evidence-based medicine, medical models, biomedicien, philosophy of medicine, George Engel","527, 474",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.160627,"twitter
@JonathanJFuller
@uoftmedicine
@theWilsonCentre",,,,,,2,97,0,2,13,0,0,1,139,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161479,Humanities,Medicine and society,Vostral,"Toxic shock syndrome, tampons and laboratory standard–setting",,09-Feb-17,,,23-May-17,July 2017,,Podcast,,3,Lea,Erin D,,BJS,KP,Permission to publish from FDA for 2nd figure not received. Removed from layout,27-Feb-17,24-Apr-17,24-Apr-17,24-Apr-17,27-Apr-17,1-May-17,3-May-17,4-May-17,4-May-17,5-May-17,5-May-17,5-May-17,,No,Toxic shock,How toxic shock and tampons motivated women to speak out,No,"tampons, women's health, Proctor & Gamble, medical devices, menstruation","527, 474, 159, 533, 119",,https://soundcloud.com/cmajpodcasts/161479-medsoc/s-g2lfA?in=cmajpodcasts/sets/cmaj-author-interviews,https://soundcloud.com/cmajpodcasts/161479-medsoc,"<iframe width=""100%"" height=""166"" scrolling=""no"" frameborder=""no"" src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/tracks/322261229%3Fsecret_token%3Ds-g2lfA&amp;color=ff5500&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false""></iframe>",,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161479,www.vostral.com,"Recommendations in 1980 to thwart tampon-related Toxic Shock Syndrome called to limit use of superabsorbent tampons, but they were not labeled.  The Tampon Task Force helped to negotiate absorption test methods and labeling terms to provide information to women. ",,,,,18,56,0,3,2,1,0,0,103,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161354,Humanities,Medicine and society,Shamy,Translating futility,,01-Jan-17,,,12-Jun-17,,Still need article image (as of 10 May).Image  added at FT.,None,,2,Vicky,Olivier,,BJS,,none,10-Jan-17,8-May-17,10-May-17,10-May-17,15-May-17,16-May-17,16-May-17,17-May-17,17-May-17,17-May-17,18-May-17,18-May-17,0,No,,The idea of futility obscures the role of value judgments in medical decision making,No,none,"527, 467",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.161354,,,,,,,9,118,2,5,0,1,0,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170284,Humanities,Medicine and society,Lamb,Johns Hopkins: A Canadian Medical School?,,23-May-17,,,4-Jul-17,August 2017,Schedule to Canada day week? Mel,,,2,Vicky,Erin D,Olivier,DK,,None,25-May-17,8-Jun-17,13-Jun-17,13-Jun-17,14-Jun-17,14-Jun-17,15-Jun-17,15-Jun-17,15-Jun-17,15-Jun-17,15-Jun-17,15-Jun-17,0,No,Canadians shaped Johns Hopkins  ,"Nearly 40% of early leaders at Johns Hopkins were Canadian, influencing its future direction ",No,"fish/seafood, travel (e.g., Caribbean), hydroxyzine","527, 134, 119, 169",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170284,@sdlamb_medhist,"The Johns Hopkins ethos permeated the evolution of nursing and medicine in the 20th century. The combined history of Johns Hopkins hospital, medical school, and nursing school shows that a disproportionate number of Canadians (almost 40%) occupied early leadership roles (1890s to 1930s). Using archival collections and published works, Lamb explores the extent to which a distinctly Canadian influence may have exerted itself on the development of this influential institution.",,,,,2,14,5,1,1,0,0,0,42,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171043,Humanities,Medicine and society,Butt,EFPO and the doctors’ strike of 1986: The roots of Canadian competency based medical education,Health Services,17-Jan-18,,,20-Feb-18,March 2018,*publish online in Feb; must be published in print March 2018,,,2,Lea,Erin D,Erin D,DK,,none,18-Jan-18,24-Jan-18,25-Jan-18,25-Jan-18,26-Jan-18,30-Jan-18,31-Jan-18,31-Jan-18,1-Feb-18,1-Feb-18,2-Feb-18,2-Feb-18,0,No,An MD strike and competency-based training,CanMEDS competencies began in response to the Ontario doctors’ strike of 1986.,No,"Ontario Doctor's strike, health care services, medical humanities research, history of medicine","527, 474, 10, 119, 169, 113, 465, 456",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.171043,"Here are some of the hashtags/handles
1. Queen's University: @queensu
2. Queen's Undergraduate Medicine: @QueensUGME
3. Queen's History: @queenshistory 
4. Royal College: @Royal_College 
5. #histmed
","2 options:
CanMEDS, the competency-based framework was developed in the 1990s and sprang from the Educating Future Physicians for Ontario (EFPO) project. However, little attention has been given to the relationship between EFPO and the 1986 Ontario doctors’ strike – the longest physicians’ strike in Canada. This paper revisits the strike - it’s causes and consequences - and argues that the vision of competency-based medical education was a response to the damaged reputation of Ontario physicians following the unsuccessful strike. 

Or a more concise statement if that is more appropriate:

Wonder where competency based medical education comes? In this article authors Hissan Butt and Jacalyn Duffin argue that this arose as response to the damaged reputation of Ontario physicians following the unsuccessful 1986 doctors' strike.
",,,,,1,6,1,1,1,0,1,1,34,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170448,Humanities,Medicine and society,Mosby,“Hunger was never absent”: How residential school diets shaped current patterns of diabetes among Indigenous peoples in Canada,,16-Jun-17,,,14-Aug-17,September 2017,"Dorian asked ""Do you think you will be able to fit in a podcast print to August? """,None,,2,Vicky,Olivier,Olivier,BJS,DK,none,21-Jun-17,20-Jul-17,21-Jul-17,21-Jul-17,25-Jul-17,27-Jul-17,28-Jul-17,28-Jul-17,31-Jul-17,31-Jul-17,31-Jul-17,31-Jul-17,0,Yes,Childhood malnutrition in residential schools,Childhood malnutrition in residential schools is a significant factor influencing Indigenous health. ,No,"Residential schools, Indigenous people, First Nations health, Canadian government, history, nutrition ","537, 370, 456, 72, 143, 24 ",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170448, @Ian_Mosby ,"This article examines the often overlooked impact that childhood hunger and malnutrition in residential schools had – and continues to have – on the health and well-being of residential school survivors and their families. In light of recent evidence demonstrating the connections between childhood hunger and chronic disease risk both in adulthood and in succeeding generations, we demonstrate the ways in which patterns of low birthweight, adult obesity, early-onset insulin resistance and diabetes observed among Indigenous peoples in Canada arises, in part at least, from the prolonged malnutrition experienced by many of the Indigenous children who attended residential schools.",,,,,5,29,1,4,1,0,3,0,59,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170164,Humanities,Medicine and society,Marchildon,"Physicians and regionalization in Canada: past, present and future",,10-Jul-17,,,11-Sep-17,November 2017,SE1 done Aug. 11; to KP for SE2 Aug. 11. REQUIRES SMALL CORRECTION. SEE LETTER 733502,,,2,Lea,Erin D,Vicky,DK,KP,none,20-Jul-17,10-Aug-17,11-Aug-17,11-Aug-17,17-Aug-17,17-Aug-17,18-Aug-17,22-Aug-17,23-Aug-17,24-Aug-17,24-Aug-17,25-Aug-17,0,No,Regionalization of health care in Canada,There is a crisis of confidence in how health care is organized and managed in Canada. ,No,"Canadian health policy, health care, provincial programs, physicians","527, 474, 165",,,,,,,www.cmaj.ca/lookup/doi/10.1503/cmaj.170164,,"We have seen many changes in regional structures in Canada in recent years. While it may be easy for physicians to dismiss these changes as either irrelevant or damaging, it is unlikely that provincial and territorial governments are going to get the structure of their systems without the constructive involvement of doctors. The separation of doctors from the regional health authorities and LHINs which are responsible for the coordination and integration of care has been the fatal flaw in regionalization. Physicians need to become an accountable part of the main organizations administering health care in Canada to ensure that patients get quality, timely and responsive health services.
",,,,,10,21,1,6,1,4,1,0,63,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
